target,context
"But I do believe that the country's going to have to get itself straightened out debt wise before, uh, they could do too much that way.","[':  -- basically remember getting some sort of tax, tax credit years ago, and I think it helped.', 'I think we bought a car, uh, at that time, because we got some sort of a rebate.', ':  Oh.', ""I don't recall ever getting a rebate."", ""But it does seem as though if, if we are able to reduce the, our expenditures for defense, of course, we've got to get, get this big debt that the country has under control, and if, as we get that under control, then I'd like to see the taxes that we pay reduced a certain amount, you know, so that we're all comfortable.""]"
":  Well, I've always believed in paying my fair share of, of, of taxes (( )) --","[':  Oh.', ""I don't recall ever getting a rebate."", ""But it does seem as though if, if we are able to reduce the, our expenditures for defense, of course, we've got to get, get this big debt that the country has under control, and if, as we get that under control, then I'd like to see the taxes that we pay reduced a certain amount, you know, so that we're all comfortable."", ""But I do believe that the country's going to have to get itself straightened out debt wise before, uh, they could do too much that way."", ""But I hate to see them raise the taxes if it's unnecessary.""]"
"But I believe that, uh, an individual should really learn how to, to learn --","[':  It just seems a lot of the training and education that goes on is gearing people towards a profession --', ':  Uh-huh.', ':  -- [Printer] and not giving them the skills and whatever those skills are necessary to make those job changes, which I think is going to be a hard thing for, for people to face.', ':  [Printer] Right.', 'I agree with that, I agree with that.']"
":  And, uh, [throat_clearing] I you know, I believe and I adhere to the thought that [breathing] you know if you [breathing] so often, I mean it's having a gun leads to tragedy.","[':  But, uh, #I, I,#', ':  #Uh# {faint}.', "":  don't know."", ""It's, uh, I don't own a gun."", ':  Uh-huh.']"
:  #I believe# that.,"[""It's, uh, I don't own a gun."", ':  Uh-huh.', "":  And, uh, [throat_clearing] I you know, I believe and I adhere to the thought that [breathing] you know if you [breathing] so often, I mean it's having a gun leads to tragedy."", "":  That's right."", ':  And at the #same,#']"
":  Because, uh, today I believe you can get away with, but then it depends on who you are calling on.","[""Uh, so you don't, uh, if you had the choice would you wear a tie or not?"", ':  Uh, probably no.', ':  Uh-huh.', ':  Probably, no.', ':  [Sniffing] Uh-huh.']"
I believe Texas lost last night.,"[':  Oh.', ':  Uh, I really get involved in that.', 'My wife played basketball since she was in high school and college so that is something we can both watch and keep up with.', 'It is pretty interesting at times.', "":  Well, uh, let's see.""]"
:  I believe it's a British film as well.,"[':  Okay.', ':  Um, #another one,#', "":  #We'll keep an eye out for that one.#"", ':  that I really liked was called TRULY, MADLY, DEEPLY.', ':  Nope.']"
"Um, I believe that all the language is as Shakespeare wrote it, except it's been shortened a little bit and there might be a word or two changed.","[':  Uh-huh.', "":  -- and it's been out for a couple of years, but."", 'Have you seen that?', "":  I haven't seen that yet."", "":  Well, it's, it's a, it's an adaptation of the, of the Shakespeare play, and it's beautifully done.""]"
":  -- or, uh, I believe it's a Rusty Scupper over on, uh, uh, Dallas  Parkway --","[':  Oh, well that sounds great.', "":  And fish, for one of the best fish restaurants in town is either  Vincent's --"", ':  Uh-huh.', ':  -- there in Plano --', ':  Uh-huh.']"
":  -- but believe me, it's a lot of difference,","[':  Uh-huh.', ':  -- to being a guy that shoots in the low seventies.', ':  Oh, my,', "":  That doesn't sound like a #lot of difference# --"", "":  #well you're doing real well,#""]"
":  And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards --","[':  I know.', "":  But the school system's afraid of getting sued --"", ':  Uh-huh.', "":  -- and, um, all sorts of lawsuits I'm sure because of things like that."", ':  Yeah, yeah.']"
":  Yeah, can you believe it, that's just, uh,","[':  I saw that on Hard Copy [laughter].', "":  Right, right, [laughter] that's, uh,"", ':  Yes.', ':  My daughter graduated with her from Arlington High School.', ':  Is that right?']"
:  Do you really believe that?,"["":  And, uh, seems like all big cities have plenty of that nowadays, doesn't it?"", "":  Well, uh, I, that's, sure."", ""Uh, I, I think it's s-, st-, statistics, obviously, vary greatly."", 'I always thought of Dallas as being a fairly safe place.', "":  Well, it is, but our crimes up here, uh, as I think it must be in most cities now, but, uh, I was listening to the news the other day and they said they thought a lot of it, the reason it was up so was because of the, uh, so many people are without work nowadays, economy's so bad [noise].""]"
"And it's absolutely, I believe that was one of the hardest things I ever did.","["":   -- extended care, that type of thing, so, yes, I'm very familiar with it and it's not [laughter] something that is, uh, you know, I never thought I'd have to go through this kind of experience."", 'But I guess we all do.', "":   I think sooner or later, uh, both my mother and my husband's mother, we had to end up putting in nursing homes and they were to the point that they only lived, both of them, about six weeks once they got in."", ':   Oh, really?', ':   And, uh-huh.']"
":  And I believe they've got [throat_clearing] something now, I read in some science magazine or something, where they have a infrared camera that can take pictures like with inside your house to see if you have any drugs or anything like that.","[':  Huh.', ':  -- I, some thing I think should be private [laughter].', ':  Yeah.', ':  I would hate to know, if I was getting undressed in the bedroom somebody was taking pictures of me [laughter].', ':  Someone between the curtain was, huh.']"
":  -- and they, I believe that,","['They, they call it an invasion of privacy.', ':  Uh-huh [baby].', "":  And I don't see that."", ""To me that just doesn't sound like a valid argument because this company is paying you good money that you're working for --"", "":  That's right.""]"
:  And I really do believe that.,"[""And I really, I, I don't think I'm prejudiced since I've had both, but I think cats are more prone to really have personality."", ':  Uh-huh.', ':  I mean they own you rather then the other way #around.#', ':  #Uh-huh.#', 'Uh-huh.']"
"But, anyway, one of the key things was that that we believed that the public education is the best [lipsmack] {pause} economic value.","[':  #Right.#', "":  That's no good."", "":  I'm on that, um, campus strategic planning committee for my school."", ':  Uh-huh.', ':  And, uh, one of the, uh, [sigh] you know, oh, they have all these different names for things, strategies and all these different things.']"
":  And, but I believe the, a child must have a pet to grow up with, so --","[':  Uh-huh.', ':  -- thirteen, and fourt-, --', ':  Uh-huh.', ':  -- fifteen, and they died.', ':  Yeah.']"
I believe it's probably bought across the market.,"["":  Okay, we're on."", ':  Okay.', ""Well, I just, on, on gun control I just always felt like that I think, I don't think it hurts for anybody to wait for a week or two before they get a gun if somebody goes in to buy one so that they can check that person out."", ""Uh, I don't believe that most of the criminal acts that are done are done by guns that are bought in a gun shop, though.""]"
:  And I believe that strongly.,"['Uh, dictator, dictatorships are real efficient.', ':  Well, I guess we would have to go back to the way that the Lord made us.', ':  Um.', ':  And, uh, the women when they are married, they are to be subjective to their husbands.', ':  Um.']"
":  -- believe that his, uh, the work competency of, of the employ-, employee is, is hurting the business.","[""I don't know, sometimes I think they carry it a little bit too far."", ':  Uh-huh --', ':  But,', ':  -- unless an employer has a reason to --', ':  Yeah.']"
":  And I believe one, also one of the best books that I've ever read.","["":  And it's called, and I can't tell you exactly the author, I get a lot of authors."", 'If I remember the title, remember the title, I sometimes forget the author,', ':  # Huh-uh.  #', "":  # and # it's called WOMEN OF SUBSTANCE."", ':  Huh-uh.']"
:  # believe # that?,"['So, was that you?', ':  [Bird_squawk]', 'Yes.', 'Can you,', ':  # Oh.  #']"
"Oh, believe me.","['Right.', ':  You,', ':  # But, #', ':  # know, # the, uh,', ':  that, that, and I do, I tip accordingly.']"
:  believe me.,"[""Right now it's a serious tired puppy, but, uh, hopefully in the future it'll be a serious dog."", 'But, there again we steered away from the topic a little bit.', 'But, uh [breathing],', "":  Well, I don't know puppies and children really do go together,"", ':  Oh.']"
:  # I # believe it was.,"[':  # Uh-huh.  #', ':  # so, #', ':  Have you been a, to a lot of the different historical sites?', ':  Yeah, we took a trip, uh, around to the, uh, Civil War battle grounds and things back in nineteen sixty when it was the centennial or something,', ':  # Uh-huh.  #']"
"Well, Kathleen, do you believe that there is a problem with our public school system?",[':  [clicking] [music]']
But I believe that there's definitely a basic perception and image problem with the fact of even being a teacher.,"[':  Uh-huh.', "":  But, uh, that was, that's the extent of which I guess that's more than, than some people, #less than others [laughter].#"", "":  #That's more than a lot [laughter].#"", ':  I would, uh, tend to agree with you that there is a problem [swallowing].', ""The methods of correcting it I haven't thought through quite to the detail which you have.""]"
"But I believe that in the future,","[':  Yes, and, uh, I have gone through that, uh, myself, and it is hell, it really is, is tough,', ':  Uh-huh.', ':  and to be able to excuse myself from doing that was a wonderful liberation.', ':  [Laughter].', ':  And I gu-, I ha-, I think the woman pretty much has to do it themselves.']"
":  Oh, I believe me, I understand.","[':  Uh-huh.', "":  and it's called (( ))."", ""Anyway, it's a series of six shots, once a week, and then I noticed after two shots she was,"", ':  Do you have to give those?', "":  Well I could have, but I can't give a shot.""]"
":  Can you believe poison i-, and she's got children.","[""Why don't you stay in an apartment?"", ""If you're not going to touch your yard, you're not going to, you know, you just ruin it for everybody else, I think."", ""I know where my daughter lives, there's a woman that lives behind them, [breathing] that the yard has never been watered and she lives in a real nice neighborhood and it, it's, I saw it for the first time this morning, what a eyesi-, eyesore that was, I said, I'd run her out."", ""That's a shame that somebody let their yard, she has poison ivy growing over her garage."", ':  Um.']"
":  I believe it does have to be unanimous, actually.","["":  Right because they, they know that you're biased."", "":  Oh, yeah, that, that, that, that, that's, that's the way it works there, um."", 'Anyway, I think that probably for, for having it, what about, you know, about being unanimous.', ""I mean, that's sort of a strange case because I wonder what happens when eleven people thinks someone's guilty and one person doesn't, one person thinks that, that they're not guilty and they can't decide for hours, unless they convince that one person, you know."", ':  Does it have to be unanimous?']"
":  Yeah, I believe, uh, I believe that's right, uh, I guess, uh, uh, you know, really what we've got to do is, is face up to the fact that, uh, our economy just will not support, uh, all of the programs that, you know, that the, the, some of the people, and I think it's, you know, the minority numbers, not in minorities, uh, you know, I'm not talking racial stuff,","[':  [Throat_clearing].', "":  originally passed, uh, to s-, to s-, satisfy some of these deficiencies and place a set of handcuffs on Congress just doesn't work because now we do things outside the Gramm-Rudman, with consent of Congress, I guess, and that doesn't seem to help us to much."", ':  Yeah.', "":  Uh, I mean the savings and loan was a great example of that, that's outside, the Gulf War was outside, so it doesn't it, I guess we just don't have the resolve t-, to really face up and, and, and follow those instructions."", 'I-, if indeed they are politically viable.']"
":  Right, I, I believe that's true.","[':  Right.', "":  -- and I think that it's time that, uh, Congress faces up to what I think the, the people in general have faced up to, is that we just cannot really support all of those things."", "":  Uh, it seems to me that, that there's, there's a couple of ways that I've listened to, uh, various Congress people, and the President and the opposition and other people propose and, and one thing that's starting to ring a little true to me is, um, rather severe cuts in, in the defense programs like closing bases and closing down programs, et cetera,"", ':  Right.', "":  simply because, I, I just don't believe, as much as they want me to believe, some of the special interests that you talk about, that, uh, mother Russia is that much of a threat to us any longer.""]"
":  Right, I, I'm, I believe that's right.","["":  And I, I should imagine, I don't know how that's coming, you know."", ""I remember some, I, I just don't, I haven't seen a real accounting of that."", ':  Yeah, I have not, uh, have not seen that.', "":  So I guess, I guess, uh, uh, if I was to take a position now and sum up, because I don't want to talk too long is that the short term, I guess we have to some how as you say address those issues."", ""In the long term we'd either have t-, we'd have to raise taxes and cut back on some of the big, the transfer payments and the military, an, and just bite that bullet.""]"
":  I believe that too, and I think, uh, the kids are where they need to, you know,","["":  -- and won't."", ':  Yeah.', "":  And so I think that's le-, tended to lead to a decline in, in families and family values especially."", ':  Oh yeah, it has.', "":  And I really think that that's one of the problems the nation's facing that, you know, we need to do something about, but I don't know what.""]"
:  I believe.,"['It is almost like an early Summer for us.', ':  Oh, that is nice.', ':  Uh-huh.', 'We could use a little more rain,', ':  Uh, well,']"
"Um, and I believe the engineers are sort of required to take classes in, in everything, and I know people, I do, uh, I do work in language processing, and, and, and at least one person who's in my field started off as an engineer, started off as an elec-, elec-, an electrical engineer student, and then switched over at some point into language processing, because he found that he enjoyed it more.","['I think #we do some# --', ':  #Yes, it is.#', ':  -- they have pretty good engineering here.', 'They also have pre-, a fairly large liberal arts college as well.', 'A sort of, a separate, you know, arts and sciences college.']"
"But I believe that, that, that you, one of the, one of the best things to do, at least for me in school was, was, I was sort of forced to take lots of different kinds of courses.","['Very true.', ""We had, uh, when I went to undergraduate, we had uh, went to Brandeis, don't know if you know of it or not, uh, we had, uh, uh, a requirement freshman year of just Humanities."", 'Then you were given a choice of, um, you know, there were ten or twelve, or whatever, fift-, or fifteen different courses that you could take, but they all centered, they all came out of Philosophy, English, and Literature departments, and they were, they were, they were a set of assigned readings everybody had to read, you know for, so the first year Humanities courses everyone had to read the Iliad an, and #so forth,#', ':  #Right.#', ':  and what they did do, was they all approached it from, from very different, so that you could have one class in the philosophy of something, that the philosophy of Greek mythology or something that actually approached this, or, um, one literature, you know, or a, a literature course or, just all sorts of different perspectives on it, and people got to choo-, pick and choose, but, but by the end, everyone had a good sample of, of, of, sort of how to think about these things nonscientifically, you know, and, uh, and that sort of forced them.']"
":  Yeah, I believe that's true.","[':  Because I enjoy something like that, but, uh.', 'I wonder about the rest of the world in itself.', ""How much they get, or how much, I talk to people that I work with at night now and the younger group, they don't watch too much."", ':  Right.', "":  They don't even see it but I think they're being raised watching T V more than newspapers.""]"
":  Uh, but, eh, eh, I believe that, uh, you know, the Constitution gives, uh, the individual the right to own firearms, for, you know, for their, whatever their own purposes are.","[':  I guess I am probably closer to a ten than a one.', 'I be-, I am, uh, I am not opposed at all to having a waiting period for, you know, for the purchase of guns.', ':  Yeah.', ':  Uh, I think that is appropriate, uh, a background check on people that, uh, [sneezing] excuse me, espec-, especially people that buy handguns.', ':  Uh-huh.']"
":  Yeah, I believe it was.","['You know they, rifles and shotguns for, you know, for, like you say, for deer hunting and for bird hunting are, you know, that is kind of the American way, so to speak.', ':  Uh-huh.', 'And that, uh, I think it was a rifle that that kid shot that burglar with in Arlington, or wherever it was?', ':  Uh.', ':  It is, I think --']"
":  Well, I really do believe that there are huge quantities of money wasted #on# --","[""I'm tel-, and I pay enough in, I pay income tax that some people make and it really just tears me up."", ""I can't believe how much I pay."", ':  Yeah.', ':  But, and, for, for what?', ""[Laughter] I don't know what I get for that.""]"
":  Well, I believe that the, um, the voice, that, uh, initialized this call asked about, uh, if we thought that it should be something that should be put into action.","[':  You want to go first?', '[laughter].']"
":  It's, I, I, I really believe our environment have a lot to do with it.","[':  -- then how do you teach them?', 'I guess you,', "":  But a maj-, a lot of them don't do these things even, and it doesn't seem to matter."", "":  That's true, too."", ':  So, uh, it rea-,']"
":  Can you believe this sort of thing, but, uh, you know, I, I think of, I get real tickled when I listen to some of these old Beatle, uh, music, you know, the orchestration of it and that it's so popular still and, and, uh, you know, all these rocks, rock stations call it classic soft rock, you know [laughter].","[':  [Laughter] Yeah.', ""Yeah, so, I mean, it, it, it'll, if it stands the test of time, we'll see."", "":  That's true."", "":  And, uh, then it'll, if it survives, then it'll just probably be one or two songs that sort of, hey listen what we listened to [laughter]."", ':  Yeah {faint}.']"
"One I, I believe that this is a function of, uh, the violence that young people see on television and the movies.","[':  because, it seems that there even though crime, though I think it is increasing in number, it sure does seem to be increasing in intensity,', ':  Yes.', ':  and violence too.', ':  Well, I, I have three theories about it, ((you know, three things.))', ""I have one theory, and it's ((brought to us)) by two things.""]"
:  I believe that.,"['Of course, my parents made me take hunters safety classes and,', ':  Yeah.', "":  you know, I don't want to see them ban guns completely but I don't want them to completely turn loose of their controls either so,"", ':  Yeah.', 'Well I, I feel that its, uh, I think the what was National Rifle Association, uh, had this bumper sticker a few years back if, uh, about if you outlaw guns, only outlaws will have guns then.']"
":  And I believe that too because the person that is wanting to,","[':  Yeah.', "":  you know, I don't want to see them ban guns completely but I don't want them to completely turn loose of their controls either so,"", ':  Yeah.', 'Well I, I feel that its, uh, I think the what was National Rifle Association, uh, had this bumper sticker a few years back if, uh, about if you outlaw guns, only outlaws will have guns then.', ':  I believe that.']"
"In fact, I believe that the mayor of the top five major Texas cities are all women.","["":  you know, it, it takes, uh, uh, it takes a stick of dynamite to get them moving off center in a lot of cases, where, [noise] uh, uh, the Midwest, I think, is a little bit more aggressive because they're closer to the west coast, where they're, uh, highly aggressive."", 'You know, uh, ideas, and, or it seems like new ideas start out there and then kind of work their way east.', ""I don't know if you've found that to be true [talking]."", "":  Well, I'm in the middle of the country, and, and it seems to me it c-, they start their, from, start from both coasts and work their ways inward."", ""Uh, one of the, one of the things that, that I'm finding is that, um, I've lived in Texas, I've lived in New York and, uh, I have, I've done a lot of visiting out in California, and I know that we're lagging behind here, and yet I really do see, uh, women's roles have increased, and they're gaining new respect.""]"
:  I believe so.,"["":  That's okay, go ahead, #it's no big deal.#"", ':  #Well, uh,# when I, do you get, get, um, reimbursed for the calls you make or the calls you talk on too?', ':  Both.', ':  Both.', 'Okay.']"
"We never quite believed that, so.","[':  kept saying that her show was not garbage.', 'It had a social message to it and,', ':  You just had to find it.', 'You had to wade through it and find it [laughter].', ':  Right.']"
":  Uh, well, I believe it's a little more than twelve dollars for a carton,","[':  taxes are and stuff on it.', "":  Well they're like two, or, I, I believe they're hitting two dollars a pack now."", ':  Um.', ':  A little bit, a little bit more in some places.', ':  So you end up about paying about twelve dollars for a pack and two dollars of that is taxes.']"
"I believe it's, uh, at the discretion of the judge or jury.","['I think some people give up that [laughter].', 'I think some of what we consider rights are really more privileges than, than what most people think of them as.', ""I don't know what, um, Texas's criteria for capital murder is, do, capital punishment is, do you know?"", 'Are there some set guidelines, like only under these circumstances?', "":  I don't know.""]"
":  Uh, [inhaling] I believe the, the standard are the size of a collie, and,","[':  Yeah.', ':  But, the only thing that,', ':  Well, how big is big?', ':  [Inhaling] [noise].', ':  I mean, like the size of a collie, big.']"
":  And I believe that, uh, that starts in the home, and then if the children are influenced, I guess they're influenced by their peers --","["":  Well, I've been involved, and you know what, I still don't know the problem, I mean, I wouldn't know where to begin to solve it."", 'I mean,', ':  When my children were in school, they were in a, in a private school system, so I mean, we just, I mean, they just knew that they had to toe the line, otherwise they would, uh, suffer the consequences, and, and that was enough for them.', ""I mean, they just were very responsible kids, and I didn't have any problems with them."", ':  Yeah.']"
"The, the thing with Israel and Palestine, I believe that should be settled between them.","[""And, and right now, I, I think that that's been proven in the fact that, um, they have just, well, anyway, I just think that, you know, the United States policy over there, I think we should just leave them alone."", 'I really do.', ""In, in a major way because they just, um, that whole region over there, I think needs to settle it's own differences within itself."", ':  Yeah.', "":  And that's the way, the course that they should go, I mean, you know, we can maybe help them a little bit, prompt them, but I don't think this intervention at such high levels should be going on.""]"
":  I believe that, uh,","[""That's a,"", ':  You know, uh, [laughter] if you kill, you lose your life.', ""What's wrong with that?"", "":  I don't see a thing wrong with that."", ':  Yeah.']"
":  But I really believe that our justice system is, is the best around but it's not perfect, and that doesn't mean that you leave it in tact.","[':  Absolutely.', ':  to a degree.', "":  That's why you check books out from the library."", ':  {Very faint}', 'There you go.']"
":  and I believe also in shooting of, uh, rape, I mean killing a rape victim.","[':  Okay, Deanna, uh, on capital punishment in our state, they give the death penalty for shooting of a policeman,', ':  [Child]  Uh-huh.']"
":  I, and I believe that, and this is one of them.","[':  yes, yes.', 'Because sometimes there are crimes worse than murder.', ':  Right.', ':  You know,', ':  Yeah.']"
"Well, uh, do you believe only fifty percent of the people actually vote?","[':  [Static] [TV]', 'Okay.', ':  Okay.']"
:  My roommate really believes in American Express.,"["":  and stuff, if you're going to buy a T V or, uh,"", ':  Yeah, so-,', ':  or, uh, p-, #electronic.#', ':  #something like# that.', ':  Then,']"
":  Well, I cert-, I believed in it in some, you know, cases, but I would feel that it would be very hard for me to impose it on somebody.","[""I mean the thing is, uh, the easiest way to get out of one of these things is, uh, uh, they'll ask you questions like do you know the defendant, have you heard anything about the  case, do you have any, uh, specially if it's a murder case they may be asking for, uh, for a capital, uh,"", ':  Punishment.', "":  a capital's, capital punishment."", ':  Uh-huh.', "":  Uh, you can always say you can object to that and they'll let you off there.""]"
":  Um, just north of Beltline, I believe.","[':  Have you ever been to Spring Creek Barbecue?', "":  Uh, I can't remember if my husband's taken me there or not."", ""My husband's probably gone there because he works up at the Plano plant."", "":  Oh, okay, it, it's, uh, it's in Richardson off Seventy-five."", ':  Uh-huh.']"
"I do believe that, you know, if you don't educate yourself [breathing] and vote in this, these elections whether it's, you know, local or national, you pretty well, you know, deserve, whatever you get,","[':  percent of voters?', "":  I don't know."", ':  Because,', "":  Maybe it's, [breathing] you know, better education."", ""I don't know.""]"
":  You better believe it, if, you wouldn't even have to leave it, I mean,","[':   it is so safe there that you can leave your purse on the subway and somebody will turn it in and, and nothing will be missing.', 'They said they can just about guarantee that there, that, that would happen if you did that.', 'I thought, boy, [laughter] in America,', ':  Wow.', ':  if you left a purse on a subway, you would never see it again.']"
":  Oh, I believe that.","[':  Ninety percent of them are practicing lawyers.', ':  Right.', "":  As long as you got practicing lawyers in politics, they're going to rig the laws to where they know they're never going to run out of business."", ':  Uh-huh.', "":  As far as hard line laws dealing with criminals, we don't have them in this country anymore, we have situation ethics.""]"
":  And I, I believe that we have to have a military and I believe that we have to have a defense to keep anybody else from walking in and doing it to us.","["":  #I# mean, th-, my, my biggest problem with all of these wars is we spend all of that money on all these other countries and we have so many problems here at home that we don't address."", "":  That we don't get fixed."", "":  That's right."", ':  [Sigh] I know.', "":  And, and tha-, that's what frustrates me more than anything.""]"
:  But I also believe that we need to turn so much of that inward.,"["":  That's right."", ':  [Sigh] I know.', "":  And, and tha-, that's what frustrates me more than anything."", ':  And I, I believe that we have to have a military and I believe that we have to have a defense to keep anybody else from walking in and doing it to us.', ':  Right.']"
:  but I believe that the way that it was done and the way that was handled were right.,"['Uh, but, I remember the feeling back then, you know, like I feel like right now, I feel like this country has been behind this war.', ':  Uh-huh.', "":  Uh, yeah, there's a lot of people that aren't for war."", ""I'm not for war,"", ':  Right.']"
":  # I believe # it is a, a, a medical problem.","['Yeah.', ':  -- put you out on the street and let you fend for yourself.', "":  That's right."", "":  That's not going to help anybody get over the problem."", ':  # No, ab-, #']"
":  Yes he was, I believe that's right at one point in time.","[':  What about, uh, Marino?', "":  Uh, I'm, obviously he's a very good quarterback, I'd, I never was, you know, too, a whole lot of, a big fan, you know."", "":  I think he'll get better as he gets older."", ':  Yeah, he may, uh-huh.', "":  Because he, he well wa-, he was the youngest quarterback there was, wasn't he?""]"
:  And I believe the Social Security tax is a great (( )) scheme.,"["":  Right, exactly, and then, and then, uh, I'm, I'm just not sure if I see, you know, if I see it going, like I say to the right places."", ""I mean, it'd be, it'd be one thing if it were taking a bite out of your savings and then you were getting it all back when you got older."", ':  Yeah.', "":  You know, but I'm not convinced, that's, a-, tha-, that Social Security is doing as well as it should and, you know, and, and, and, uh, and, and that, you know, those people who need it for welfare and so forth, who really need it for welfare, not the eighty-five to ninety percent of them who don't need it."", ""But I mean the real people who really need it, you know, should be getting it but instead I think it's going to the wrong places.""]"
":  Well, rather biasly, I th-, I believe, huh, very procity.","['The others are catch up and fill in.', ':  Yeah, a little bit of color or something for the lack of total information that was given on the T V.', ':  Uh-huh.', ':  Lack, they give immediate for the lack of total.', ':  How do you feel the newspapers there in Colorado Springs treats local interest news?']"
":  Uh, I believe so, yeah, and I think they did it overnight cause you know, you can't do it gradually.","[':  No.  I, I think that would be the easiest way but human nature being such as it is,', ':  #Uh-huh, uh-huh.#', ':  #I would# think it would take, probably, two or three years before people co-, could completely cut the cord.', "":  Yeah, oh, oh, that's what I was thinking by quick transition, I didn't mean, you know, I didn't mean like Sweden going over to right hand drive or anything, you know, [laughter] at midnight, tonight we all switch over or anything."", ':  Did they switch?']"
"I believe crimes against children should be punished bu-, by, by death.","[""Because in the Old Testament, they could look all they wanted, just couldn't do it."", ""But in the new, he's looking at your heart and so, I guess that's what, what I mean by their character changes and, you know, what I mean, it's like looking beyond what they're doing and looking at a heart and seeing what is the heart, what's the character showing me here."", ""And, those, and then any of, if I don't think see, if I don't believe that there's not a character change and the authorities agree, that this person needs to be excused, I believe for murder, uh, rape, I even believe incest, things [throat_clearing],"", ':  # Uh-huh.  #', ':  # that # will permanently damage, uh, the character of the child.']"
"I believe,","[""But in the new, he's looking at your heart and so, I guess that's what, what I mean by their character changes and, you know, what I mean, it's like looking beyond what they're doing and looking at a heart and seeing what is the heart, what's the character showing me here."", ""And, those, and then any of, if I don't think see, if I don't believe that there's not a character change and the authorities agree, that this person needs to be excused, I believe for murder, uh, rape, I even believe incest, things [throat_clearing],"", ':  # Uh-huh.  #', ':  # that # will permanently damage, uh, the character of the child.', 'I believe crimes against children should be punished bu-, by, by death.']"
":  So I, I believe that it should be, you know, widespread, and that everyone should be tested.","[':  Uh-huh.', ':  I do.', 'Uh, I know where my father works, he, he works for a government contractor also, and, uh, uh, I believe any time you have a D O, a Department of Defense contract, you have to have the drug testing.', 'And, you know, like, uh, uh, athletes, are starting to test them for drugs.', ':  Uh-huh.']"
"They, they believe that they, they belong there and they've belonged there forever, and, the Palestinians and the Arabs are, uh, more or less, they, they consider them second class.","['Uh, what do you want to concentrate on.', "":  It doesn't matter to me."", "":  Well, uh, I'll tell you something, um, I, I have a sister-in-law from Israel,"", ':  #Uh-huh.#', "":  #and,# and they're really quite, uh, arrogant about it all.""]"
:  #I believe it.#,"[':  # under-, understanding # those folks.', ':  Yeah.', "":  You know, it, they, they're, they're so completely different culturally and socially and --"", ':  Uh-huh.', "":  -- and religiously, it's just, it was very strange.""]"
":  Yeah, yeah, I can, I can, I can believe that.","["":  You know, it, they, they're, they're so completely different culturally and socially and --"", ':  Uh-huh.', "":  -- and religiously, it's just, it was very strange."", ':  #I believe it.#', ':  #It was very interesting.#']"
":  I believe,","[':  Uh, okay.', ':  [Laughter].', ':  Okay, that makes sense then [laughter].', ':  Uh-huh.', ""But she's the best,""]"
"Well, the majority believes this way so, uh, they don't even bother turning out to vote to express their, uh, opinions.","["":  But, I know, my grandmother hasn't voted in years."", "":  Right, that's, you know, neither has mine as a matter of fact."", ""And, uh, [barking], that's true, they, I think they look at it as, well everybody, the majority of the people think this way, when that's not necessarily true,"", ':  [Baby_talking].', "":  because, you know, that's what the media says.""]"
":  Uh, believe me, I do that myself.","['I kind of have to trade off, you know.', ""If you never see it you don't spend it, so [laughter]."", ""And it's,"", ':  I unders-, understand though, it,', ':  Yeah.']"
And would you believe it?,"['But, as,', ':  [Laughter].', "":  as soon as we get it, I, I'll see that you get a bottle of it."", ':  [Laughter].', ':  Well, the next morning I got up and the water had not been delivered yet.']"
":  Oh, I can believe it.","["":  as soon as we get it, I, I'll see that you get a bottle of it."", ':  [Laughter].', ':  Well, the next morning I got up and the water had not been delivered yet.', 'And would you believe it?', 'I brushed my teeth with Coca-Cola.']"
:  believe that?,"["":  -- he's Eldon, her housepainter."", ':  Oh.', ':  [Laughter]', 'Can you,', ':  No,']"
:  I believe we've pretty much summed everything up.,"[':  But, I consider an invasion of my privacy,', ':  Yeah, yeah.', ':  a harassment in itself.', "":  Yeah, yeah, yeah, that's true, that's true, um."", 'Well what else?']"
":  Well if I, I saw on one of the talk shows this woman judge, I believe from Florida, and she just has, just really stiff penalties and I saw that in, in the hands of a judge that really was conscientious and really, you know, took the pains to give a sentence for what was deserved, it could, you could have a, a judge that would really make a good impact.","["":  I think that, that if it's, if it's not a split decision, go with the highest number and let's just get on with the program."", ':  Yeah, yeah.', "":  But as far as the sentencing by the judge, I would have to vote against that since there is a jury, because that's what the juries are for is to make the decision."", ':  Yeah, yeah,', ':  Uh, what are your feelings?']"
":  and I believe we all do, and it's, it's just too easy to use.","[':  All right.', ':  Okay.', ':  Uh, we got a lot of them,', ':  Oh, yes [laughter].', ':  too many of them.']"
"Oh, I believe that, uh, mine would say the same, uh, but, uh, I seem too rely on them too much.","[':  Oh, yes [laughter].', ':  too many of them.', "":  and I believe we all do, and it's, it's just too easy to use."", ':  Yeah, well my husband is real good at using them.', ':  [Laughter]']"
":  Um, last week, it was, I believe, um, I believe it was Monday or Tuesday we had, had ninety-four degrees.","["":  It's really been crazy."", ':  Yeah.', ""Well, we've had unseasonably warm weather here in Texas."", 'We,', ':  Uh.']"
