target,context
":  Do you think that that's because the, because the politicians have been seduced by the opportunity to get the vote, uh, so they've spent the money on, on, uh, popular, how should I say it, programs that show up immediately, you know, like giving away, uh, let's see, how should I say it, paying money to people that, that, uh, it, it takes years for a bridge to begin to show neglect, whereas a tem-, a, uh, a input of money, can, uh, which they can never turn off, by the way, will get, this guy votes.","["":  I guess my basic feeling is that as a middle income tax payer, I'm not paying too much if I'm sure that I'm getting value for the dollar."", ""I mean that, I guess, sounds like a cliche, but, uh, looking around at a, a lot of the infra structure, particularly in the northeast here, uh, you know, bridges and roads in terrible shape, and I don't know."", ""[laughter] I'm sort of overwhelmed by it all.""]"
"I mean, I think there was more a, a general sense of prosperity --","["":  Do you think that that's because the, because the politicians have been seduced by the opportunity to get the vote, uh, so they've spent the money on, on, uh, popular, how should I say it, programs that show up immediately, you know, like giving away, uh, let's see, how should I say it, paying money to people that, that, uh, it, it takes years for a bridge to begin to show neglect, whereas a tem-, a, uh, a input of money, can, uh, which they can never turn off, by the way, will get, this guy votes."", ':  [Laughter]', ""Yes, it's entirely possible."", ""Certainly anything that's been discussed over the, the last dozen years or so or maybe even longer, in terms of tax reform or, or revenue reallocation, seems to be concerned with just that, you know, who's, who's going to start getting more and how fast."", 'Um, I kind of came of age in the sixties, and it seemed to me, seems to me, that the general attitude in the entire country is a lot different then than now.']"
"But back then, uh, I think there was more of a sense of, because there was a feeling of prosperity, people didn't mind paying for social programs, for instance, or public improvements, and today there, there seems to be, uh, sort of a jealous guarding of resources by each generation.","[':  -- #even# yeah, although, #my.#', "":  #There's sig-,#"", ':  Oh, excuse me.', "":  I was just going to say there's significantly more money, and we weren't a debtor nation in those days."", "":  Yeah, I, I've never been able to reconcile that fact, which, which does seem to be true, and the fact that the typical middle class family today seems to have, you know, and expect some, what more in terms of, uh, material possessions and vacations and what not.""]"
":  Well, I think two things have happened.","["":  #There's sig-,#"", ':  Oh, excuse me.', "":  I was just going to say there's significantly more money, and we weren't a debtor nation in those days."", "":  Yeah, I, I've never been able to reconcile that fact, which, which does seem to be true, and the fact that the typical middle class family today seems to have, you know, and expect some, what more in terms of, uh, material possessions and vacations and what not."", ""But back then, uh, I think there was more of a sense of, because there was a feeling of prosperity, people didn't mind paying for social programs, for instance, or public improvements, and today there, there seems to be, uh, sort of a jealous guarding of resources by each generation.""]"
"I think they make you feel like you're loved and,","[':  #home to.#', ':  Uh-huh.', ':  He was in a little apartment, you know, and --', ':  Uh-huh.', "":  -- got real lonesome so [lipsmack] I think that's nice to have animals.""]"
:  [Laughter] I think the cat is great.,"[':  Yeah, I do too.', 'I love cats.', ':  Oh, yes.', ':  I have a cat, uh, my parents have a cat and I love our cat.', ':  [Laughter].']"
"Yeah, unless, I, I don't, I think they only carry one bag, when I've seen people out there, yeah.","["":  Right, right, yeah, because, uh, in, in places where there's a bottle deposit, I know that if you discard anything, somebody will pick up, [laughter] --"", ':  Uh-huh.', ':  -- which is a good argument in favor of deposits.', ""Course, uh, now, with Adopt A Highway, they get rid of a lot of that anyway, but I'm not sure when they do pick it up if the recycle it there."", ':  Uh-huh.']"
I think it's just the fact it raises the price temporarily that they don't like.,"[""I don't know."", ':  Yeah, (( )) you know, they have the cost of the cleaning equipment to clean the bottles, and --', ':  Um.', ':  -- and things like that.', ':  I suppose, yeah, but that would be cheaper than getting new plastic.']"
"I think it was Portland, Oregon ended up burning a bunch of it, because it was just piling up and they had no where to put it.","[':  Uh-huh.', ':  -- that talked about some commodities that are being recycled.', ""Uh, they [laughter], they, they just finished out recycling before there's an industry to deal with the stuff, and --"", ':  Uh-huh.', ':  -- I forget where it was.']"
":  Right, yeah, I think.","['I think it was Portland, Oregon ended up burning a bunch of it, because it was just piling up and they had no where to put it.', "":  Yeah, I've heard that, you know, a lot, a lot of the, you know, more popular recycled materials, like aluminum and, um, paper especially, that, because, you know, everyone's become much more environmentally conscious and, you know, has moved to recycle, that the, you know, that, that, that, that the systems basically has this very large backlog of, of material to be recycled --"", ':  Uh-huh.', "":  -- and processed and apparently in a lot, you know, in a lot of industries, you can't just, you know, take a bunch of stuff and recycle it."", 'You generally, you mix it with, with new material --']"
":  Yeah, yeah, I think it depends on like the little number in the circle --","['Certain things, and I believe clear glass is one, there is plenty of market for.', 'They can use all they can get.', ""But it's other things, and I think some of the plastics are, are, are, are among those that's rather difficult to recycle then there needs to be a greater economies of scale before they become --"", ':  Uh-huh.', ':  -- uh, viable.']"
"I think you have a little more chance to look out for them, #but.#","[':  -- it was, what do you do with the other person.', ""It's particularly hard if they live away."", "":  Okay, that's what I was just going to say, if they're out of state, you know."", ':  Uh-huh.', "":  It's different if they're in the same town.""]"
"I think it's harder if they, if they're younger, but need a lot of care --","[':  Staying at home --', ':  And not --', ':  -- yeah --', ':  -- yeah, yeah.', ':  -- not going somewhere else.']"
":  -- and then she thought he was a brother, you know --","['Yeah.#', "":  #Alzheimer's."", 'Yeah.#', "":  But to begin with, you know, when they first, I mean, she would know us, you know, and we'd go to visit her, but then, it would get, you know, like she didn't really know, she didn't know me --"", ':  Uh-huh.']"
":  Well, I would think that you ought to be, in fact, I was going to say that, I would go at different times of the day, not only when they're expecting you to come --","[':  Uh-huh.', ':  -- and would be --', ':  Uh-huh.', ':  -- easier for them to get and to see those people, I guess.', "":  Yeah, but, but it's just that, you know, how do you, I guess unless you visit a lot and unexpectedly, and assuming that you can visit unexpectedly.""]"
":  You know, and, and I think you're better off in the long run --","[':  Right.', "":  And I'm about, I, I just came to the conclusion with electronics anyway, you know, if they break, throw them away, go get a new one,"", ':  And go ahead and get a new one anyway, you got a lemon.', ':  Yeah.', ':  Yeah.']"
"If we had done it, I would have thought maybe it was biased.","['They did the study.', ':  [Throat_clearing]', 'So,', ':  So I g-, I got a big kick out of that one.', ':  Yeah, so, yeah, and I, I agree with you.']"
":  -- and at the same time, uh, I think what it's forced, uh, American manufacturing to realize, is that they're going to,","[':  Yeah, yeah.', ':  [Throat_clearing]', ""Well, I don't know, it's, uh, it, we're living in an interesting time."", 'I mean, certainly the Japanese have shown that [inhaling] you know, they can really, produce some quality merchandise --', ':  Uh-huh.']"
:  I think we're supposed to talk about magazine --,"[':  we got on it, um, a long time ago, but then it was down so much of the time,', ':  [Barking].', ':  we kind of got out of the, out of the habit.', ':  Huh.', ':  So anyway, so what are we supposed to talk about?']"
":  So, I thought, well, I can do this, you know.","[':  Uh-huh.', ':  -- and they started in and they sent it to me --', ':  Oh {drawn out}.', "":  -- and so that's how I got started."", ':  Okay.']"
":  Well, I think right now I'd buy BRIDE because I just got engaged.","["":  But I didn't know it asked me if I subscribed to them."", 'I can talk about magazines [laughter].', ':  Well, now, what magazines do you like to read?', "":  Uh, um, [lipsmack] see, I really, I mean, I don't even r-, I don't even grab them and look at them."", "":  Well, if you had a hundred bucks and you couldn't do anything except spend them on magazines, when magazines would you, would you g-, would you, would you buy?""]"
":  I know, I think I'd buy like HOME AND GARDENS, and stuff like that.","[':  Oh, really?', "":  So I'd buy that [laughter]."", "":  Those magazines are like phone books, aren't they?"", "":  I know, they're huge."", "":  They're like two thousand pages of advert-, uh, uh, of ads or something.""]"
:  I think.,"[':  Uh-huh.', "":  #And they're really informative.#"", "":  #Well, they have a lot of,# they, I don't know, they have a lot of different, different kinds of ads and stuff in them."", "":  Yeah, but they're very, they're very informative."", ':  Yeah.']"
"Um, gee, I think, [laughter] [throat_clearing] where, where does she go to school?","[':  You say, you went back to school?', ':  No, the wife went back to school --', ':  Uh, I see, uh-huh.', "":  -- so he's been there for almost a year now."", ':  Uh-huh.']"
":  -- and, uh, that was, I, I thought it was import-, well, I mean, it is important, uh, that, that people have the opportunity to select the service that they would choose, because a lot of kids are in, you know, in centers, well not really centers, but they're being cared for by neighbors, and, uh --","['Uh.', "":  So, um, [smack] let's see, I, I, was, uh, I read a lot of articles on child care back when it was, there was a debate in Congress over funding of, uh, child care centers and what should be done --"", ':  Yeah.', ':  -- and I came out, uh, very much in favor of a tax credit approach, where parents would be given a tax credit, and they would select whatever services they wanted for their child rather than to have the government subsidize certain providers --', ':  Yeah.']"
"I think they ultimately decided to, but they placed a lot of restrictions on it, so it wasn't clear that the church child care centers would want to go to the trouble.","[':  Yeah.', "":  -- and, uh, that was, I, I thought it was import-, well, I mean, it is important, uh, that, that people have the opportunity to select the service that they would choose, because a lot of kids are in, you know, in centers, well not really centers, but they're being cared for by neighbors, and, uh --"", ':  Uh-huh.', "":  -- uh, that's the sort of, they, they, they prefer it that way, the parents do, because they know the people who are caring for their kids, and they don't have to take them very far."", 'Plus about a third of the kids are in church run centers, and there was a big church state controversy over whether the government could fund those are not.']"
":  -- and, uh, I think it's a good deal, but, um, like you were saying, it's about two miles from the school, and that's --","[':  Uh-huh.', ':  And, that helped out my wife, because she just went part time there, and --', ':  Uh-huh.', ':  -- you know, take a couple of classes a week, but --', ':  Right, uh-huh.']"
I think they should talk about putting one right on the campus itself.,"[':  -- you know, take a couple of classes a week, but --', ':  Right, uh-huh.', "":  -- and, uh, I think it's a good deal, but, um, like you were saying, it's about two miles from the school, and that's --"", "":  Yeah, it's just a lot of time."", "":  -- it's not going to be very good.""]"
"Um, I think they used one of the existing buildings they already had --","[':  Uh-huh.', "":  -- where they really didn't get in, in (( ))."", "":  Yeah, I'm sure that a lot of it had to do with how cheap it was to acquire the building."", ""If they would have built a new building then it would have, I'm, I'm sure it would have cost a lot more than if they, uh, if they put down where they did where real estate's probably cheaper."", ':  Oh, yeah.']"
":  So, so what do you think about the, about the child, about the tax credit versus the subsidy approach?","[""If they would have built a new building then it would have, I'm, I'm sure it would have cost a lot more than if they, uh, if they put down where they did where real estate's probably cheaper."", ':  Oh, yeah.', 'Um, I think they used one of the existing buildings they already had --', ':  Uh-huh.', ':  -- so, you know, it, it worked out pretty good.']"
":  #I think,#","[':  So, so what do you think about the, about the child, about the tax credit versus the subsidy approach?', 'Which seems most appealing to you?', "":  Well, I haven't really thought about it like that [laughter]."", ':  [Laughter]  Yeah.', ':  Because, well, #we pay,#']"
":  Uh, I think the government should subsidize some of it, you know, to give the parents, you know, some break on the money portion of it.","[':  #I think,#', ':  [Throat_clearing].', ':  well.', "":  excuse me, we pay for any, you know, the child care, but we don't pay as much as they do off base."", "":  That's right, yeah.""]"
":  Well, I think, uh, the, the health care, of course, is an important, and has to be the single most important benefit --","[':  Uh-huh.', "":  So, that's, that's kind of a drawback I think."", 'But, uh.', ""I don't know."", 'What do you consider most important, you think, in terms of, of the different benefits?']"
":  I think you're right, I think health care is probably the, the most pressing --","[':  Um.', "":  So it's kind of like drawing this line and, and if you have it great, if you don't, you're kind of out of luck --"", ':  Uh-huh.', ':  -- but, um, it was kind of an interesting show.', ':  Um.']"
"I think it costs me something like five dollars a, a month for the dental plan.","["":  -- uh, the pressing one, but I'll tell you, I, I don't mind having dental, you know, sometimes dental costs can be, um, just about as expensive, if not more, and I know historically a lot of companies I think carried dental as a rider along with the medical --"", ':  Uh-huh.', "":  -- but I'm not sure that's, that's widely followed any more."", ""I'm not sure, how, how does, uh, University of New Hampshire handle it?"", ':  Well, we have two different plans that we can subscribe to under dental, uh, depending, and, and the cost between them is very, is very little.']"
":  -- but the main, I think the, the health and all that and the dental is the same for everybody, and the retirement plan.","[':  Uh, yes, it is.', 'The benefits plan is different for operating, for what we call operating staff, which are considered to be, uh, clerical personnel, accountants, things like that --', ':  Right.', ':  -- as opposed to what they call the P A T staff, which I belong to --', ':  Uh-huh.']"
":  Well, I think, um, that is kind of becoming one of the drivers now is the fact that with all the recycling that took place, the price per pound has declined.","["":  No, I'm not --"", ':  Right.', "":  -- but I've got, good gosh, I've got probably twenty or thirty pounds of it in my yard right now --"", ':  Uh-huh.', ':  -- waiting for a recycling place to take it to, and I would really be disturbed if I found out that the place I took it to was going to just put it in the landfill, I mean [child_crying] I could have done that.']"
":  -- and I think that's a real worthwhile project, and that's really what got me started recycling, was this, uh, community center.","[':  -- #just# a question of trying to help the environment.', "":  Well, [child_crying] that's the, that's the thing is I, uh, I would rather help my environment, and when I turn in glass and aluminum, I turn it in to my church, which has a community center --"", ':  Uh-huh.', ':  -- and the community center uses the money to help with an after school program to help keep kids off the streets and to, to give them a fighting chance in the world in regards to education --', ':  Right.']"
"And I thought why are we going through this trouble, and I had a report tell me why we are.","[':  -- and the truck goes and dumps all of it into one landfill.', ':  [Laughter].', ':  That got me heated up, too.', 'That got me real heated up.', ""A friend of my mother's told her about that, and she was telling me about it, and then I saw a report on T V, too.""]"
I think they're doing a test.,"[':   Is it a small town?', "":   Yes, it's, a rural area."", ':   That makes a difference.', ':   Uh-huh.', "":   Uh, here in Dallas they're trying to, to start some curbside recycling.""]"
":   Well, you know, what is so sad is people are finally, I think willing to do something about this and then all of a sudden, uh, the, the demand isn't there.","['They have some for the cans, some for the bottles and newspapers and then they have the regular garbage and, #uh# --', ':   #Uh-huh#.', ':   -- this truck comes before the garbage truck and picks, uh, and has separate bins to put all the glass and the plastic and all that in.', 'It seems to be working quite well, there.', ""That's, uh, in (( )), Illinois.""]"
":  When you said Scruggs, I was thinking because Earl Scruggs is a real famous banjo player, a real famous blue grass player --","[':  Joe Scruggs.', 'Huh.', "":  -- and, uh, Joe Scruggs, he's with, he's an educational, um, it's called SHADOW PLAY, and if you ever see any of his stuff, he is just, #he is# --"", ':  #Interesting.#', ':  -- really good and, and, um, the kids really like it.']"
"So, I was thinking wow, wonder if this is a relative [laughter].","[':  -- and, uh, in fact, if you remember the, the theme from the Beverly Hillbillies --', ':  Uh-huh.', ':  -- he actually played part of that.', ':  Oh.', ':  He and Lester Flats.']"
":  -- if they're, if they're big up there, in fact I think they may have even had a television show on Saturday mornings for kids.","['Well, um --', ':  But.', "":  -- have you, um, they're not, they're more, have you ever heard of Riders In The Sky?"", ""I don't know --"", ':  Oh.']"
":  -- and I think they were, I think they were doing kids' music, but what we saw in the, you know, was adult --","["":  get into the kids' music at all."", ':  Well, we saw them originally at a, at a club down here --', ':  Yeah.', ':  -- probably about, oh, seven or eight years ago, and, um, then just in the last, oh, two years we saw them on a T V show --', ':  Uh-huh.']"
":  Oh, you think that we are paying too much, #in taxes.#","[""That's a, that's an easy one."", ':  Yeah.', ':  Are we supposed to spend the five minutes on this?', ':  Yeah.', ':  Well, no.  [laughter]  I mean yes.']"
"I, uh, I think we're paying, I, I, I used to live in Sweden --","[':  Yeah.', ':  Well, no.  [laughter]  I mean yes.', ':  Oh, you think that we are paying too much, #in taxes.#', '@:  #Yeah, yeah.#', ""I don't think we're paying a lot too much.""]"
But I think we've kind of gotten away from that.,"[':  Right.', 'You talking about special projects in the, the U S, in the U S you mean now.', ':  Right.', ':  Okay.', ""Yeah, it's true, I feel that, um, you know, I don't feel that we're paying too much taxes, provided we get the right services for what we pay for.""]"
":  Yeah, I think I have to agree, although I pay an awful lot of taxes, because I'm single, I'm in a reasonably high tax bracket, so, um, it seems very expensive to me for what I get.","[""Um, for what we get, we're paying too much, I would say."", "":  You wouldn't mind paying that much if you were getting that equivalent value for it."", "":  Right, or if, if things, I didn't feel that things were wasted #for, uh,# --"", ':  #I can go.#', ':  -- you know, through, uh, red tape, through waste, you know mon-, a lot of money is lost and how much effect are you getting out of your dollar and how much goes to just waste.']"
What do you think of that one?,"["":  Well, right, a lot of federal money goes for highways, but speaking of, um, people who are on welfare, I know one of the presidents, Patrick Buchanan has a idea that says that, if he's president, if you don't get a job within two years, then you're taken off welfare, so, to eliminate people who continuously, uh, kind of leech off the system, you know, you, you have, you get to spend your time, but then, you're off."", ':  Huh.', ""Don't know if I agree with that or not, because there's people that just plain, I don't know what the percentage is, but there is some percentage of people out there that just cannot get a job for whatever reason, although two years, that does sound like quite a while."", ':  Yes.', "":  I don't know.""]"
":  But, I think it'd be fascinating to see him try vetoing some of the, one of these rider bills that's, that's clearly a waste of money --","[':  Yeah.', "":  Um, one thing that I've kind of been following that I, I'd really, I'm kind of waiting for it, and I, maybe after the presidential elections we'll see it, and that is for President Bush to, uh, see if he can, see if he can give the line item veto a try."", ':  Right.', "":  And, uh, apparently he's been waiting for a test case, he's been waiting for quite a while."", ':  Um.']"
":  So, uh, all of that, uh, you know, I think someone needs to know, uh, about, uh, the qualifications of the nursing home --","[""They've closed down a lot of them, and they put new regulations on some of them."", ""You go in, you find an old person with a bed sore because they haven't been turned --"", ':  Oh.', "":  -- or haven't been cleaned."", ':  Oh, dear.']"
:  #I think so.#,"[':  Yeah.', "":  But why don't I just enjoy life now?"", "":  Well, yeah, and that's true, because, uh, after the year's gone, all of her savings are going to be eaten up, and if she owns her house, uh, I'm not sure about,"", ':  [Throat_clearing].', ':  the total rules on the house, but I assume that you have to sell the house and #those proceeds# --']"
":  You know, so you've thought about all this.","[':  Uh-huh.', ':  See, that should be provided for before she ever goes out of monies or otherwise, you know, the, #the, uh, the, uh# --', "":  #That's right.#"", ':  -- the kids have to provide that.', ':  Uh-huh.']"
"What do you, what do you think?","[':  Well, we, our country seems to be involved a lot in the Mid East.']"
:  I think it was the stupidest thing ever invented.,"[':  Uh-huh [laughter].', "":  -- because I'm twenty-two --"", ':  Uh-huh.', ':  -- and most people my age like hard rock, and, not me [laughter].', ':  [Laughter].']"
":  Oh, I think that's terrible, oh.","["":  -- but this time they're only going out for, I think it's two weeks this time --"", ':  #Oh, thank goodness.#', "":  -- #because they're just,# they're just doing their sea trials --"", ':  Uh-huh.', "":  -- making sure they're ready to go out to sea again.""]"
I think country music's the only thing keeping me sane with these kids.,"["":  -- we're out here in the country and we hear a lot of the country music."", ""In fact, I work in a bakery, and the baker comes to work at four o'clock in the morning, and I come to work at six o'clock in the morning, and he just has the country music just blasting,"", ':  [Laughter].', ':  and he just rocks and rolls in the bakery [laughter] to country music [laughter].', ':  Yeah, I know how that goes.']"
":  -- but, I think they're, they're not making it easy for the, uh, general public to do it here.","[""Plano, um, oh, it's probably been, I guess they started in September, um, started where they gave every household a bin that you could do newspapers, aluminum, bottles with code one and two on them, and, uh, glass, and, uh, it has been really, really successful."", ""Um, they said that they figured like twenty-five to thirty percent participation, and it's been like forty-five percent, and, um, they also do, um, they pick up on another day of the week for, um, lawn debris that could go in like a big compost."", "":  Here, uh, they don't take, uh, lawn debris to the landfill any more."", 'We need to load it into cars and take it to a general site where it gets recycled, uh --', ':  Uh-huh.']"
I think he's a frustrated doctor.,"[':  Uh, no, not right now.', ""Uh, I haven't gotten any magazines that have shown me anything lately."", 'What other kind of magazines do you like?', "":  Well, I like READERS' DIGEST."", 'We get that and my husband subscribes to SCIENTIFIC AMERICAN.']"
He thought that was a pretty good magazine.,"["":  Oh, he gets one, to, uh, fishes, um, what's it called, FIELD AND STREAM, that's what he gets."", ':  Um.', "":  But that's the only one."", ""But he'd get more if he could."", ':  When my husband was younger, he liked OUTDOOR LIFE.']"
":   So, what do you think?",[]
"I think that kids growing up today are just, uh, very much more facile than I was as a [laughter] kid --","['Uh,', ':   Yes.', ':   Positives for sure, technology and --', ':   Uh-huh.', ':   -- uh, some of the changes that the computer age has brought.']"
":   Um, some of that, I think probably, we take for granted, you know, the changes have happened so rapidly that it's, it's easy for us to forget how quickly it has changed.","[':   -- intelligent --', ':   -- you learn,', ':   -- and whatever [laughter].', ':   Yes, the younger you are, probably the easier it is.', ':   Uh-huh.']"
":   I think probably the other thing I, that came to mind is, is the increased,","[':   -- and whatever [laughter].', ':   Yes, the younger you are, probably the easier it is.', ':   Uh-huh.', "":   Um, some of that, I think probably, we take for granted, you know, the changes have happened so rapidly that it's, it's easy for us to forget how quickly it has changed."", "":   That's true.""]"
":   -- do you think, that's just a question of becoming more aware or has it become less safe over the years.","["":  awareness on our part of the, the criminal element [laughter], if I can put it that way, you know, you don't, you don't, uh, casually let kids play in the street or, you know, ride their bike to friends if you're in an --"", ':   Uh-huh.', "":   -- area where you're at all concerned about --"", ':   And, what --', ':   -- abduction and,']"
:   I think it's changed.,"[':   Uh-huh.', "":   -- area where you're at all concerned about --"", ':   And, what --', ':   -- abduction and,', "":   -- do you think, that's just a question of becoming more aware or has it become less safe over the years.""]"
I think that in the last twenty or thirty years there's definitely been an increase in that type of crime.,"["":   -- area where you're at all concerned about --"", ':   And, what --', ':   -- abduction and,', "":   -- do you think, that's just a question of becoming more aware or has it become less safe over the years."", "":   I think it's changed.""]"
":   Yeah, I don't know, I think a lot of what causes it is just economics, naturally.","["":   Um, that's right."", ':   You know, whether, whether there is a change in, in the way a lot of individuals grow up whether or not there is, you know, more mental illness or something that causes that sort of thing to go on.', 'Uh --', ':   Uh-huh.', "":   -- I don't know.""]"
"And I think it has its good points and bad points, but --","[':   [Laughter].', ':   spending too much time on the criminal element.', ':   Right [laughter].', ':   [Laughter].', "":   Uh, well, let's see, I think that the mass communication that we have in the world now is, in general, a good thing.""]"
"I think that's something that, uh, is a political influence as well, you know, probably people feel it on a personal level more than they might, uh, on a, on a global level.","["":   Uh, that's --"", ':   Which --', ':   -- a good point.', "":   -- which, hopefully may be coming, we'll have to see."", ':   Uh-huh, uh-huh.']"
":   I think that there's probably a greater awareness, sensitivity on the part of men and women to, to what the other, uh, is adjusting to in life.","[""It's going to catch up to us at some point."", ':   Uh-huh.', 'Yeah.', ':   What else has changed, social changes, uh,', ':   Um.']"
":  Um, I think Dallas is, um, [music] {piano} relatively high priced homes, but then there's not, I think energy and some of the other things aren't quite so high.","[':  Yeah.', ':  -- Indiana and Saint Louis, but I was a student then --', ':  Uh-huh.', "":  -- and you know, when you're a student things don't mean much."", ':  Right.']"
"Um, and I think that all that information is quite easy for anyone to get.","[':  Uh-huh.', ':  -- and in reality in many cases, they knew, or they had information about you that was purchased from some other organizations.', 'And I thought was, uh, beginning to invade the privacy of people, because the things about where you live and, and maybe what you purchased in past months is then put down and sent to someone else in the same business, and they in return, come back and try to sell you something with this additional knowledge.', ""To me that's an invasion of privacy."", ':  Yeah, I agree with you there, for sure.']"
":  Well, I would think that, uh, information held on records, uh, by any company or charge card dealer or person should be absolutely private and, and not be allowed to be, uh, to, given out by those companies.","['Well, what should we do about it, or what could be done about it, do you think --', ':  Um --', ':  -- to correct it?', "":  -- I'm not really sure, because the, I mean society is going more and more electronic, and there are certainly benefits to its doing so, and it's hard to, hard to say whether the, um, risks have potential of outweighing the benefits or not, and I'm not sure what can be done to ensure that they don't. (( ))"", 'Why, do you see any out for us?']"
:  -- think it's my turn.,"[""It's really nice."", "":  That's good."", ':  Yep.', ':  My, uh, wife just got a new car, a Honda Civic, so I think, I --', ':  Oh, really?']"
My parents are thinking about getting a Toyota Camry.,"[':  Yeah.', "":  But, I don't know, I think she, w-, she got one, I should get one, so --"", ':  Yeah.', "":  -- I'm looking, although slowly right now."", ':  Yeah.']"
:  My parents are thinking about getting a Toyota Camry.,"[':  Yeah.', "":  -- I'm looking, although slowly right now."", ':  Yeah.', 'My parents are thinking about getting a Toyota Camry.', ':  Pardon me?']"
":  Because they're supposed to be, I th-, I think Toyotas are really good cars.","[':  Yeah.', 'My parents are thinking about getting a Toyota Camry.', ':  Pardon me?', ':  My parents are thinking about getting a Toyota Camry.', ':  Yeah.']"
":  But, I don't know, I think I want a, a Chevy Blazer, or a G M C Jimmy truck is what I'm looking for, a wagon type of deal.","["":  Because they're supposed to be, I th-, I think Toyotas are really good cars."", "":  Yeah, just about ev-, I've never had one, but everybody I know who has, they don't have too many complaints --"", ':  Um.', "":  -- which is, can't be said about a lot of cars."", ':  Yeah.']"
":  You think you pay too much, is what they said, and do you think you get what you pay for [laughter]?","["":  We're talking about taxes?"", ':  Taxes, right.', ':  Right.', 'Well you,']"
"I think you take a lot for granted, you know, and it's, the, the quick answer I think would be that you pay too much taxes --","[':  Taxes, right.', ':  Right.', 'Well you,', ':  You think you pay too much, is what they said, and do you think you get what you pay for [laughter]?', ""@:  That's hard to say, you know.""]"
":  -- you know, but, but I think if you think about it, uh, all the highways we have, all the, uh, federal programs we have, whether they're good or bad, uh, sure seems like you do get a bang, you know, it seems like a lot of stuff going on even though every paycheck a lot of money's coming out.","['Well you,', ':  You think you pay too much, is what they said, and do you think you get what you pay for [laughter]?', ""@:  That's hard to say, you know."", ""I think you take a lot for granted, you know, and it's, the, the quick answer I think would be that you pay too much taxes --"", ':  Yeah.']"
":  -- also, so, well, what do you think?","[""I think you take a lot for granted, you know, and it's, the, the quick answer I think would be that you pay too much taxes --"", ':  Yeah.', "":  -- you know, but, but I think if you think about it, uh, all the highways we have, all the, uh, federal programs we have, whether they're good or bad, uh, sure seems like you do get a bang, you know, it seems like a lot of stuff going on even though every paycheck a lot of money's coming out."", ""Uh, I don't know, I don't know, it seems like, so, I used to think that government spent too much and they probably do, but, you know, when you go to your doctor, your doctor's private also and, uh, they're going to charge you a good buck for whatever they're doing --"", ':  Right.']"
"I think in some areas, we could do better in the private sector.","["":  -- you know, but, but I think if you think about it, uh, all the highways we have, all the, uh, federal programs we have, whether they're good or bad, uh, sure seems like you do get a bang, you know, it seems like a lot of stuff going on even though every paycheck a lot of money's coming out."", ""Uh, I don't know, I don't know, it seems like, so, I used to think that government spent too much and they probably do, but, you know, when you go to your doctor, your doctor's private also and, uh, they're going to charge you a good buck for whatever they're doing --"", ':  Right.', ':  -- also, so, well, what do you think?', "":  Well, I really feel in some areas that, uh, I agree, I don't think any of us like paying taxes.""]"
"I think it just, I've done some reading on this and so-, and in some areas, you know, you're lucky to get back a, a dime on a dollar on some programs.","[""Uh, I don't know, I don't know, it seems like, so, I used to think that government spent too much and they probably do, but, you know, when you go to your doctor, your doctor's private also and, uh, they're going to charge you a good buck for whatever they're doing --"", ':  Right.', ':  -- also, so, well, what do you think?', "":  Well, I really feel in some areas that, uh, I agree, I don't think any of us like paying taxes."", 'I think in some areas, we could do better in the private sector.']"
"I think socialized medicine's coming, which I hate to see, but I think because there's so many people without insurance that's what's c-, you know, it's coming.","[':  -- also, so, well, what do you think?', "":  Well, I really feel in some areas that, uh, I agree, I don't think any of us like paying taxes."", 'I think in some areas, we could do better in the private sector.', ""I think it just, I've done some reading on this and so-, and in some areas, you know, you're lucky to get back a, a dime on a dollar on some programs."", ""Uh, but, I also know that people to me won't do what they should do to help each other and they wouldn't have so much government if we did and, uh, we get, you know, gets forced into it.""]"
":  -- here a lot of people think in Texas we're lucky because we don't pay, uh, state income tax, but they get us in other ways, you know.","[':  Uh-huh.', ""So, [breathing] uh, but, no, I don't, probably feel like I get back what I pay, now you, do you pay state income tax in,"", ':  Yeah, I, I pay actually state, city and federal.', ':  Yeah, see --', ':  And,']"
:  I think --,"[':  Yeah.', ':  -- five hundred dollars every two weeks comes out.', ""You know, and, obviously, if you make, you know, forty thousand dollars a year, you're paying ten thousand in, dollars a year in taxes --"", ':  Yeah.', "":  -- and everybody who's in that type of income is paying that.""]"
"I think, uh,","['You know.', ':  Right [laughter].', ':  But it is, and, uh,', ':  Same difference.', "":  No, I don't know, I don't know what the answer is to all this.""]"
":  I, I think it's a, I, I don't know, I, I think it's like private, like you said, privatization is good because, you know, when the pri-, uh, one good thing that could be said for the profit motive is people aren't going to run a business at a loss.","[':  Same difference.', "":  No, I don't know, I don't know what the answer is to all this."", 'I think, uh,', ':  W-,', "":  I don't know.""]"
"You know, he thought it was kind of ridiculous we spend all this money to send these rocket ships up into space and stuff, but, yet, then, again, they come up with all these scientific discoveries --","["":  So nobody's ever going to question my salary or anybody --"", ':  Right.', ':  -- else on my staff.', 'Uh, especially my unit, because my unit is a revenue producing unit.', 'Uh, there are other, you know, things that, that may, I mean, look at that, I was talking to my father the other day about the N A S A program.']"
":  -- I think it was N A S A,","['You know, he thought it was kind of ridiculous we spend all this money to send these rocket ships up into space and stuff, but, yet, then, again, they come up with all these scientific discoveries --', ':  Right.', ':  -- that may help save us sometime.', 'I mean --', "":  That, we've --""]"
