target,context
"Some people also believe that the story behind the symbol of the Indalo man is about a man who escapes in a cave to get away from the rain, then when the rain stops, out comes a rainbow and when the man walks away from the wall of the cave, the image is left there.","['The pictograph was named in memory of Saint Indaletius.', 'Legend has it that the Indalo was a ghost that could hold and carry a rainbow in his hands (thus the arch over the head of the man).', 'The Indalo has been adopted as the official symbol in the province of Almería, Spain.', 'The Indalo symbol is used as a lucky charm in the Almería region also.', 'To carry the charm is only beneficial if it has been presented as a gift.']"
"The miengu are believed to be similar to mermaids, and will grant good luck to their worshippers.","['The Ngondo is an annual water-centered festival held by the Sawa (coastal peoples) in Douala, Cameroon.', 'The highlight of the festival is a ceremony of the jengu.', 'The ceremony is held at a beach on Wouri Bay, during which a devotee enters the water to visit the underwater kingdom of the miengu (plural for jengu).']"
It is believed the district was founded in the earlier 1900s (1902 or 1905).,"['Aricanduva is a district in the subprefecture of the same name in the city of São Paulo, Brazil.', 'It is located along the west bank of the Aricanduva River, which crosses the city from east to southeast.', 'The name Aricanduva originated from one of the indigenous languages of Brazil known as Tupi and means ""place where there are many palm trees of the airi species"".', 'History', 'The Aricanduva district was administratively defined in 1999 as part of a general reorganization of the districts and subprefectures of São Paulo.']"
"The Indigenous people of the area believe the lagoon is the resting place of Garriya,the Rainbow Serpent, an important figure in dreamtime legend.","['Boobera Lagoon is a permanent water hole in Moree Plains Shire, New South Wales, Australia, approximately 20 kilometres west of Goondiwindi in Queensland.', 'It is located at .', 'It lies several kilometres south of the Macintyre River, which forms the border between Queensland (to the north) and New South Wales, and is just north of the Mungindi - Goondiwindi road.', 'Its outflow, which connects to the river, is named Boobera Watercourse.', 'The lagoon is 7 kilometres in length and supports a wide variety of aquatic and bird life.']"
"Several hydroxylase enzymes are believed to incorporate an NIH shift in their mechanism, including 4-hydroxyphenylpyruvate dioxygenase and the tetrahydrobiopterin dependent hydroxylases.","['This process is also known as a 1,2-hydride shift.', 'These shifts are often studied and observed by isotopic labeling.', 'An example of an NIH shift is shown below:', 'In this example, a hydrogen atom has been isotopically labeled using deuterium (shown in red).', 'As the hydroxylase adds a hydroxyl (the −OH group), the labeled site shifts one position around the aromatic ring relative to the stationary methyl group (−CH3).']"
Attractive London dispersion forces between the t-butyl substituents are believed to be responsible for the stability of this very hindered molecule.,"['All attempts at its synthesis have been unsuccessful.', 'The trityl free radical, Ph3C, was originally thought to dimerize to form hexaphenylethane.', ""However, an inspection of the NMR spectrum of this dimer reveals that it is in fact a non-symmetrical species, Gomberg's dimer instead."", 'A substituted derivative of hexaphenylethane, hexakis(3,5-di-t-butylphenyl)ethane, has however been prepared.', 'It features a very long central C–C bond at 167\xa0pm (compared to the typical bond length of 154\xa0pm).']"
The tube is no longer believed to be in production.,"['Its maximum plate/screen voltage and dissipation ratings are actually slightly higher than a 6AQ5.', 'A ruggedized/extended ratings version of the tube is designated 6P1P-EV (Russian: 6П1П-ЕВ), roughly equivalent to the 6AQ5W.', 'A Chinese-manufactured version of the tube also exists, labeled 6P1.', 'The type was commonly used in Soviet-built vacuum tube radios and TV sets as an output audio amplifier, until it was replaced by the higher-performance 6P14P (an exact equivalent of the EL84).', 'In some old soviet TV sets (mainly before 1960 on 70 degrees deflection picture tubes), it was also used as frame output tube, until more specialized tubes for this purpose were developed in the Soviet union.']"
"Of these eleven, nine are believed to exist.","['The Befrienders is a British television series produced by the BBC in 1972.', 'The series dealt with the work of the Samaritans organisation, and the individual cases its staff came across.', 'The leading cast members were Megs Jenkins and Michael Culver.', 'The Befrienders was first aired as a single play as part of the Drama Playhouse strand in 1970, which was followed by one series of eleven episodes.']"
The W81 was believed to be derived from the B61 nuclear bomb which forms the backbone of the current US nuclear gravity bomb arsenal and from which the W80 cruise missile warhead is derived.,['The W81 was a planned American warhead to be mounted on the SM-2 surface-to-air missile used by the United States Navy.']
"Some believe it to be a kind of lily-shaped straight trumpet, a six-stringed instrument, a word commencing a song or the melody to which these psalms were to be sung.","[""Shoshannim (Hebrew ששנים, 'lilies') is mentioned in Psalm 45 and Psalm 69."", 'Its meaning in these Psalms is uncertain.']"
"In pursuit of new sponsorship for the team, Ferretti  believed that Sony Ericsson was interested.","['Giancarlo Ferretti (born 16 October 1941 in Lugo)  is the former manager of the now-disbanded Italian professional road bicycle racing team, Fassa Bortolo, sponsored by the Italian cement company of the same name.', 'Fassa Bortolo was a top-ranked team until the 2005 season, during which it was part of the UCI ProTour.', 'Among its former riders was classics specialist Michele Bartoli, super-sprinter Alessandro Petacchi, stage racer Ivan Basso, Juan Antonio Flecha, time trial specialist Fabian Cancellara, and many others.']"
It is believed that Sio Sam Ong was established during the 1940s to 1950s; being mainly active in northern Malaysia.,"['Sio Sam Ong (Chinese: 小三王), literally meaning ""Three Little Kings"", or SSO, for short, is a leading Chinese triad in Malaysia; with a strong presence in the north (i.e. Kedah, Perlis).', 'Mainly based in Penang, it is widely considered to be one of the most powerful triads in the country.', 'Like their counterparts in Singapore and Taiwan, the Sio Sam Ong mostly consists of the Hokkien ethnic group.', 'Background']"
it is believed that they have around 500 thousand members and involved in 100 countries.,"['Mainly based in Penang, it is widely considered to be one of the most powerful triads in the country.', 'Like their counterparts in Singapore and Taiwan, the Sio Sam Ong mostly consists of the Hokkien ethnic group.', 'Background', 'It is believed that Sio Sam Ong was established during the 1940s to 1950s; being mainly active in northern Malaysia.', 'According to the Malaysian police, Sio Sam Ong is currently one of the most active triads after Aek En Sang, Ang Soon Toong, Salakau Singapore, Ghee Heng, Ang Bin Hoay and Chaun San in Malaysia.']"
The caldera is believed to be about  wide.,"['Mount Gahinga is a dormant/extinct volcano in the Virunga Mountains on the border between Rwanda and Uganda.', 'Gahinga lies between Muhabura and Sabyinyo, but is the smallest of these three.', 'Mount Gahinga, also known in the local Kinyarwanda/Rufumbira dialect as ""a small pile of stones"", has a swampy caldera on its peak.']"
"The engine is believed to be the 12.8 l German BF8L diesel engine, but this is not known for sure.","['Analysts think most likely it was just a prototype used to develop the Raad-2.', 'Description', 'It is armed with 122\xa0mm 2A18 howitzer from 2S1 Gvozdika self-propelled howitzer or a modification of one with an effective firing range of 15,200 meters.', 'The turret is also from the 2S1 Gvozdika.', 'It uses the Iranian-made Boragh APC chassis, a conversion of either the Russian BMP-1 or Chinese Type 86 (WZ-501) IFV.']"
It is believed that the bombing was orchestrated by ultra-nationalist Cambodians.,"['The monument is in a popular park in the middle of the city.', 'The monument has occasionally become a political focal point.', 'On August 30, 1998, during post-electoral protests, a mob climbed onto the monument with hammers, poured gasoline on it and set it on fire.', 'Authorities repaired the monument two months later.', 'On July 29, 2007, a bomb exploded at the base of the monument, causing little damage.']"
They are believed to be descendants of Pechenegs and Cumans.,"['The Gajal or Gadzhal (; ) are a Turkic-speaking group of the Muslim faith living in the east of the Balkans and Turkey.', 'The main areas of settlement of the Gajals are located in the extreme northeast of the Republic of Bulgaria at Deliorman, as well as in the region of Eastern Thrace (Turkey).', 'Because of the Turkic language, and the Islamic faith in other countries, Gadjals are usually ranked among the Turks, although the Gajals cause some ethnic isolation due to their ethnogenesis.', 'Balkan-Gagauz language is spoken by the Gajals.', 'The total number of Gajals is about 300,000 people, including about 20,000 native speakers.']"
It is generally believed that this event started the Chadian Civil War.,"['Civilians of the area also accused government of tax collection abuses and corruption.', 'Government called the tax increase ""a loan"" to finance necessary projects in the area.', 'Riots rapidly spread to all of Guéra Prefecture.', 'During the riots ten government officials were killed, including the local deputy to the National Assembly.', 'After this the government sent in the military and crushed the riots, and 500 people were killed.']"
"While the police believed the shooting to be random, Duncan believes the killing was by a Vietnamese gang running an insurance fraud and drug operation in which Arquette's boyfriend was involved.","['Who Killed My Daughter?', ""is a 1992 non-fiction book by Lois Duncan detailing Duncan's search for answers in the unsolved murder of her eighteen-year-old daughter, Kaitlyn Arquette, in July 1989."", ""SummaryOn July 16, 1989, Arquette was shot to death while coming home from a friend's house in Albuquerque, New Mexico."", ""Duncan conducted her own investigations, which included talking to her daughter's friends, and visiting a psychic.""]"
"It is believed that Måns Andersson, an ancestor of the Bush family, was from Sillerud, because he named his farm in North America Silleryd.","['Sillerud is a parish in Årjäng Municipality, western Värmland, and partly in Dalsland, Sweden, with a population of approximately 110.']"
The art is believed to be brought to India by Mughal Emperors who brought Usta artists.,"['Nakashi art is an art form that is practised in cherial of Siddipet district & Nirmal  & Jagtial District  in the state of Telangana, India.', 'They are basically scrolls of narratives from mythology and folklore.', 'They are used in storytelling.', 'History']"
"It is believed that when his cows were suffering from a disease, he prayed saint Mahadeshwara to save them.","['There he performed miracles to convince Junje Gowda of his power and in the end won Junje Gowda to his following.', 'Junje Gowda is said to be responsible for all the temples built in the mountainous region of eastern Karnataka called the Mahadeshwara Hills.', 'But the Junje Gowda family is still living the village called Kadamboor, in Hanur taluk.', 'Chamarajangar district.', ""Now the family  is eager to visit the male mahadeshwara temple to see their great grandfather's  work.""]"
"However, Green believes the similarities among these languages are due to shared retentions from Proto-Arnhem, and are not indicative of an exclusive relationship between them.","['The most populous language is Kunwinjku, with some 1500 speakers.', 'Gunwinyguan languages have a fortis–lenis contrast in plosive consonants.', 'Lenis/short plosives have weak contact and intermittent voicing, while fortis/long plosives have full closure, a more powerful release burst, and no voicing.', 'Languages', 'The list here is based on Green (2003).']"
"His body was believed to be forbidden to enter Eritrea by President Isaias Afwerki, since he had a personality clash with him.","['Naizghi Kiflu (Ge\'ez: ናየዝጊ ክፍሉ nāyʾizgī kiflū, Tigrinya ""Of the Lord,"" ""His part"") was an adviser on Local Government Affairs to President Isaias Afewerki of Eritrea.', 'He was living in London, England due to the dialysis he needs for his kidneys but eventually died of the disease.', 'He came to England in 2005 with the intention of becoming an ambassador.']"
"It is believed that Milligan is so cold because of its location within the valley of the Moxahala Creek, into which cold air flows from the surrounding hills.","['Milligan is a small unincorporated community in southern Harrison Township, Perry County, Ohio, United States.', 'It is located on State Route 93 between Crooksville and New Lexington.', ""Milligan's main significance lies in its being the location of the lowest recorded temperature in Ohio history, -39° Fahrenheit."", 'This temperature was recorded at a United States Weather Bureau station on February 10, 1899, during the Great Blizzard of 1899, when the entire state experienced bitterly cold weather for over a week.']"
"Duiffopruggar is believed to have been born near Füssen in Bavaria, Germany, and had moved to Lyon, France, where he did most of his work, by 1553.","['Gasparo Duiffopruggar (1514 – ) was an instrument maker.', 'His originally German family name was also spelled Tieffenbrucker, Tiefenbrugger, Tiefenbrucker, Teufenbrugger, Tuiffenbrugger, Deuffenbrugger, Dieffopruchar, Dieffoprughar, Duyfautbrocard, Duiffopruggar, Duiffoprugcar, Dubrocard, Dieffoprukhar, Diafopruchar, Thiphobrucar, Fraburgadi, his first name also Kaspar, Caspar or Gaspard.']"
BeliefsMembers of Mama Tata believe that God has abolished the Church and is now relating exclusively with the Guaymí through Little Mama who had a vision of Mary (Big Mama) and Jesus.,"['Mama Tata or Mama Chi (Mother Father) is a Christian syncretistic religion found in parts of Panama.', 'It is a mixture of Catholicism and animism that has become popular among the Guaymí people.', 'It began in the second half of the twentieth century, after prophetess Little Mama had a vision of Jesus riding up to her on a motorcycle.']"
Adherents believe that only Guaymí followers of this religion will go to heaven.,"['Mama Tata or Mama Chi (Mother Father) is a Christian syncretistic religion found in parts of Panama.', 'It is a mixture of Catholicism and animism that has become popular among the Guaymí people.', 'It began in the second half of the twentieth century, after prophetess Little Mama had a vision of Jesus riding up to her on a motorcycle.', 'BeliefsMembers of Mama Tata believe that God has abolished the Church and is now relating exclusively with the Guaymí through Little Mama who had a vision of Mary (Big Mama) and Jesus.']"
"Although the exact date is uncertain, it is believed the first Ludy Bowl took place on the campus of the college somewhere between 1952 and 1955 and is still played today during the college's Homecoming Weekend.","['Lucile Ellerbe Godbold (May 31, 1900 – April 5, 1981) was an American track and field athlete.', ""She competed in the long jump and several running and throwing events at the 1922 Women's World Games, also known as the First International Games for Women, and won a gold medal in the shot put and a bronze in the javelin throw; she finished fourth in the 300 m and 1000 m races."", 'In 1922 Godbold graduated in physical education from the Winthrop College and in September of that year she began a 58-year teaching career at Columbia College in Columbia, South Carolina.', ""During her time at the college, 'Miss Ludy' as she was affectionately known, became a local legend; in time, an annual touch football game was begun by the students in her honor and was named the 'Ludy Bowl.'""]"
"He believed that he had much in common with Frederick as to their complex interests, especially in the area of architecture and artistic design.","[""Sanssouci at the time of Frederick William IV covers the period almost one hundred years after the palace's construction, when a King who was convinced of the divine right of his crown and of the absolute claim to power of the ruler came to the Prussian throne."", 'It was a time of social unrest, its bloody climax being the March Revolution of 1848.', 'Frederick William IV, the romantic on the throne, admired and respected the person and world of Frederick the Great very much.']"
It is widely believed that the film is based on Makhmalbaf's own experiences.,"['Boycott () is a 1985 Iranian film directed by Mohsen Makhmalbaf, set in pre-revolutionary Iran.', 'The film tells the story of a young man named Valeh (Majid Majidi) who is sentenced to death for his communist tendencies.']"
"The Tholian Assembly, the Orion Syndicate, and the Klingon Empire all believe there is much more to the establishment of this odd new starbase and there is.","['Harbinger is the first novel in the Star Trek: Vanguard series concerning the Starbase 47, otherwise known as Vanguard.', 'SynopsisThe U.S.S. Enterprise is damaged after traveling to the edge of the galaxy.', 'They are passing through the Taurus Reach and are surprised to find a new Federation facility, Starbase 47 a.k.a. Vanguard.', 'Captain James T. Kirk is puzzled at this place for many reasons, including it being so near the xenophobic Tholian Assembly.', 'Kirk has his ship dock for repairs.']"
Choctaw Tom was believed to be the son of Yowani leader Atahobia.,"['Part of this group was later associated with a Native community in east Texas known as the Mount Tabor Indian Community.', 'The historian Mooney also noted the Yowani as a part of the Caddo Confederacy.', 'The direct connection, aside from Texas references between the Hainai and the Yowani is unknown.', 'One theory from the late historian/genealogist Cecil Lee Pinkston-Vinson was that Choctaw Tom, an influential Caddo leader who was a Yowani married to a Caddo woman, had his encampment attacked by forces led by Captain Peter Garland just off the Brazos Reservation.', 'The attackers were a vigilante force from Erath County, Texas resulting in the death of twenty-eight Indians.']"
His descendants are believed to have traveled north to the present Caddo Nation.,"['The historian Mooney also noted the Yowani as a part of the Caddo Confederacy.', 'The direct connection, aside from Texas references between the Hainai and the Yowani is unknown.', 'One theory from the late historian/genealogist Cecil Lee Pinkston-Vinson was that Choctaw Tom, an influential Caddo leader who was a Yowani married to a Caddo woman, had his encampment attacked by forces led by Captain Peter Garland just off the Brazos Reservation.', 'The attackers were a vigilante force from Erath County, Texas resulting in the death of twenty-eight Indians.', 'Choctaw Tom was believed to be the son of Yowani leader Atahobia.']"
The Journey to Hades is believed to have been written between January 1414 and October 1415.,"[""Mazaris (; fl. c. 1415) was a late Byzantine Greek writer known only for having authored a satirical text entitled Mazaris' Journey to Hades."", 'Although his identity and first name are unknown, Mazaris has been tentatively identified with at least two known historical personalities of the same name, one Manuel Mazaris, who was a hymnographer and served as protonotarios of Thessaloniki, and one Maximus Mazaris, who was a monk and author of a text on grammatical rules.', 'According to yet another hypothesis, however, these two were actually the same person.', 'Because of this uncertainty, the author of the Journey is mostly referred to simply by his family name.']"
Many locals believe that it is one of the island's best swimming beaches for both the calm seas of the Caribbean (in comparison to the strong south or east coast surf) and the colorful neighborhood.,"['Paynes Bay, sometimes called the ""Platinum Coast"", is located on the west coast of Barbados.']"
"The evil eye is believed to harm nursing mothers and their babies, bearing fruit trees, milking animals, and the sperm of men - the forces of generation.","['The amulet is also sometimes referred to as the Italian horn.', 'Origins and styles', 'A cornicello is a twisted horn-shaped charm often made of gold, silver, plastic, bone, terracotta, or red coral.', 'Cornicelli are thought to be modeled after an eland horn, to represent fertility, virility, and strength.', 'The shape and colour of the red cornicelli are reminiscent of a chili pepper.']"
Nucatola believed the referee's most important duty was to make the right call rather than merely assert authority.,"['He also dabbled in the professional arenas of the American Basketball League, Basketball Association of America, and the NBA.', 'Nucatola was one of the original referees in the NBA when the league was organized as the BAA in 1946.', 'Nucatola was one of the founding fathers of the College Basketball Officials Association and served as supervisor of officials for the Ivy League and the ECAC before being named the NBA Supervisor of Officials.', 'In a life dedicated to the development of basketball and basketball officiating, Nucatola conducted more than 1,200 clinics worldwide, as well as authoring Officiating Basketball.', 'He was called basketball\'s ""greatest official"" by Hall of Famer Clair Bee.']"
The tune was erroneously believed to be the next single released from A Bigger Bang in Spring 2006.,"['Throughout the 2005–2006 A Bigger Bang Tour, which has carried the Stones throughout North America and Europe, ""Oh No, Not You Again"" has been played continuously and received generally well by fans and critics alike, although critics have noted the similarities in structure to previous Rolling Stones efforts from the early 1970s.', 'The song got significant rock radio airplay in the US, reaching #34 on Billboards Mainstream Rock Tracks in December 2005.', 'Charlie', ""Watts jokingly said that the song's title should also be the name of the album, referring to the band's constant return to the studio."", 'Next single rumors']"
They are believed to be a type of macrophage and are most likely involved in preventing the transmission of pathogens from the mother to the fetus (vertical transmission).,"['Hofbauer cells are oval eosinophilic histiocytes with granules and vacuoles found in the placenta, which are of mesenchymal origin, in mesoderm of the chorionic villus, particularly numerous in early pregnancy.', 'Etymology', 'They are named after J. Isfred Isidore Hofbauer (1871-1961), a German-American gynecologist who described the cell type in his book  (Biology of the Human Placenta with a special emphasis on the question of fetal nourishment).', 'Function']"
The name is believed to be derived from an old slang term for money.,"['Dorena is an unincorporated community in southeastern Mississippi County, Missouri, United States.', 'Route 77 and Route 102 intersect here, approximately thirteen miles southeast of East Prairie.', 'Dorena lends its name to the nearby Dorena-Hickman Ferry, which connects Route 77 with the Kentucky side of the Mississippi River.', 'A post office called Dorena was established in 1899, and closed in 1973.']"
"The name is believed to derive from Sanjeo, ""low on the mountain,"" which was first used to describe the region in 1789.","['Its name can be translated as ""the mountain\'s root,"" and refers to its position at the base of Surisan\'s eastern flank.', 'On the other side of Surisan () lies Anyang City.', 'The administrative entity of Sanbon  was formed in 1914, as part of a general nationwide consolidation of local government under the Japanese occupation.', 'At that time it was Sanbon-ri, a rural precinct  of Siheung County.', 'When it became part of the new Gunpo City in 1989, its status was changed from ri to dong.']"
"Initially, he believes it to be an attack, but later concludes it was simply a shower, one for an alien body.","['As he approaches a strange grating sound follows him.', 'Starving and almost out of water, he runs into the town and grabs a fruit from one of the trees.', 'It burns his lips and gums before he spits it out.', 'Drinking a tiny bit of his remaining water, he explores the town and finds it to be completely alien.', 'He falls asleep, exhausted, and wakes to find a poisonous mist falling from the ceiling, forcing him to run from the room.']"
"German authorities believe the group ""is not a serious danger to Iran since its activities are limited to propaganda against the regime.""","['The Constitutionalist Party of Iran–Liberal Democrat (, Hezbé Mashruté Iran-Liberal Demokrat) is an Iranian exiled monarchist political party.', 'The party condemns the Iranian Revolution and awaits for the return of the monarchy under Reza Pahlavi.']"
The name Ulpha is believed to have originated with the meaning of 'hill frequented by wolves'.,"['Ulpha is a small village and civil parish in the Duddon Valley in the Lake District National Park in Cumbria, England.', 'Historically in Cumberland, it forms part of the Cumberland unitary authority area.', 'At Ulpha a road leaves the Duddon Valley to cross Birker Fell to the valley of Eskdale.', 'In the 2001 census the parish had a population of 159, reducing at the 2011 Census to 128.']"
Thus he is believed to be a 23rd-generation descendant of Krishna.,"[""The King Katamaraju was a descendant of Krishna's family, and about 23 generations were found on some stone inscriptions, palm leaf manuscripts and copper plate inscription.""]"
About 200 people were believed to be on board the ferry when it capsized.,"[""The al-Baraqua II was a ferry which capsized on April 6, 2006, in the Gulf of Tadjoura off the coast of Djibouti's capital of Djibouti City."", 'The ferry was carrying passengers from the capital to a religious festival in Tadjoura when the accident occurred, shortly after departure.', 'As of April 11, the death toll stood at 113 with many still missing.', 'Djibouti president Ismail Omar Guelleh ordered an investigation into the sinking.', 'Early reports suggest the ferry may have been overcrowded.']"
Archaeologists believe it was made in the region between the Rhine and the Elbe.,"['The Thorsberg chape (a bronze piece belonging to a scabbard) is an archeological find from the Thorsberg moor, Germany, that appears to have been deposited as a votive offering.', 'It bears an Elder Futhark runic inscription, one of the earliest known, dating to roughly 200 CE.']"
"He believed the islands were unknown and so named them ""John Bull's Islands"".","['Arbitrary and onerous demands, as well as a reputation for offending Pohnpeian deities, sowed resentment among Pohnpeians.', 'The Saudeleur Dynasty ended with the invasion of Isokelekel, another semi-mythical foreigner, who replaced the Saudeleur rule with the more decentralized nahnmwarki system in existence today.', 'For the Europeans these islands were discovered first by Pedro Fernández de Quirós On 10 September 1825 Captain Row, in the brig  passed within 40 miles from some islands at  as he was sailing from New South Wales to Canton.', 'He did not approach more closely as he sighted five boats that gave chase.', 'John Bull was lightly armed and so Row was unwilling to interact with them, choosing instead to sail on.']"
Some researchers believe that flooding is increased by wing dams; a 2013 theoretical analysis predicts that wing dams may lead to water level lowering for in-bank flows and to water level increases for out-of-bank (flood) flows.,"['While wing dams assist in assuring that rivers are navigable, they can also pose a threat to boaters.', 'Many wing dams are often underwater and may be difficult to see, and can easily be struck by vessels.', 'On the other hand, fishermen intentionally fish the quieter waters downstream of wing dams.', 'The action of wing dams is complex.', 'Where they are installed, sediment is removed from the center of the river, but sediment is also carried further down the river where it has secondary effects.']"
"Due to this, some employees believed that they were being laid off and the company shut down, however, Christian stated that this was not the case and that Visual Science would be pitching the project to other companies.","[""In January 2005, Christian acquired 55% of the company's shares—a controlling interest—from Kay."", ""Christian became Visual Science's chief executive officer, while Kay assumed the role of chief technical officer."", 'In January 2006, Vivendi Universal Games cancelled an unannounced project that Visual Science was developing, leaving the latter without funding.', 'Visual Science had just moved into new Dundee offices for which it had not yet signed the lease.', ""Christian informed the company's more than 100 staff to not leave personal belongings in the new building, fearing that the landlord could lock the team out as a result of the project's cancellation.""]"
"Church members believe that upon mortal death, the spirit body of a person leaves the mortal body and returns to the spiritual realm to await the resurrection.","['A spirit body is, according to the Church of Jesus Christ of Latter-day Saints (LDS Church), the organization of a spiritual element, made into the spiritual form of man, which was made in the same likeness (shape and form) of God the Father.', 'This likeness (shape and form) apparently gave rise to the phrase and meaning of, ""like father like son,"" which means the son is in the likeness of the father, which provides meaning to the claim that humanity was made in the likeness of God.', 'Generally, people in the world have commonly used the word ""soul"" to denote this spirit body.', 'According to the LDS Church, when a spirit body enters a mortal body through birth, a temporary joining occurs, creating what is called a ""soul.""']"
"LDS Church members believe that all things created on earth, including humanity, had a pre-existence or pre-mortal origin.","['Generally, people in the world have commonly used the word ""soul"" to denote this spirit body.', 'According to the LDS Church, when a spirit body enters a mortal body through birth, a temporary joining occurs, creating what is called a ""soul.""', 'Church members believe that upon mortal death, the spirit body of a person leaves the mortal body and returns to the spiritual realm to await the resurrection.', 'The resurrection is where God raises the mortal body the spirit personage had lost in mortal death, and converts the mortal body from flesh, bone and blood, into immortal bodies of flesh and bone, then rejoins the two, never to be separated again.', 'This is the meaning of the scripture ""...It is sown in corruption; it is raised in incorruption:"" (see ""incorrupt"") (1 Corinthians 15:42 - King James / see First Epistle to the Corinthians)']"
"Joseph Smith, founder of the Latter Day Saint movement, believed that ""there is no such thing as immaterial matter.","['Church members believe that upon mortal death, the spirit body of a person leaves the mortal body and returns to the spiritual realm to await the resurrection.', 'The resurrection is where God raises the mortal body the spirit personage had lost in mortal death, and converts the mortal body from flesh, bone and blood, into immortal bodies of flesh and bone, then rejoins the two, never to be separated again.', 'This is the meaning of the scripture ""...It is sown in corruption; it is raised in incorruption:"" (see ""incorrupt"") (1 Corinthians 15:42 - King James / see First Epistle to the Corinthians)', 'LDS Church members believe that all things created on earth, including humanity, had a pre-existence or pre-mortal origin.', 'This belief of pre-mortal existence, the manner in which mankind existed before entering mortality is an important church doctrine, and is believed to support the existence of separate and distinct personages as seen within their doctrine of the Godhead (Mormonism).']"
These icons are believed to hold significant meaning among Catholics because they represent miraculous events.,"['Humans have not been able to explain miracles, but firmly believe in them.', 'Latin American Christians pray, worship, and attend church, with the hopes of receiving a blessing or a miracle from God.', 'TalismansMilagros is the Spanish word for miracle and in Latin America milagros are small charms, usually in an anatomical shape that ""symbolize an afflicted person or body part.""', 'In some parts of Latin America people will make pilgrimages to visit the statues of their patron saints and ""Leave milagros as tangible symbolic petition or expressions of thanks.""', 'Milagros were originally produced for the rich, but are now made out of tin and other base metals for everyone and usually takes the form of ""A leg, head, eye, or arms and hearts, feet or hands (Langham, 326).""']"
"These unusual streaks, seen only on Venus, are believed to result from the interaction of crater materials (the meteoroid, ejecta, or both) and high-speed winds in the upper atmosphere.","['Surrounding the crater rim is ejected material which appears bright in the radar image due to the presence of rough fractured rock.', 'A much broader area has also been affected by the impact, particularly to the west of the crater.', 'Radar-bright materials, including a jet-like streak just west of the crater, extend for over  across the surrounding plains.', 'A darker streak, in a horseshoe or paraboloidal shape, surrounds the bright area.', 'Radar-dark (i.e., smooth) paraboloidal streaks were observed around craters in earlier Magellan images, but this is a rare bright crater streak.']"
"It is believed that after inflation, although the universe was mostly uniform, some regions were slightly denser than others with contrast densities on the order of 1 trillionth.",['Density contrast is a parameter used in galaxy formation to indicate where there are local enhancements in matter density.']
"Upali Thera believed the Buddhist Sangha in Kandy was suffering from a state of corruption, and his efforts were aimed at ""purifying"" the practices - which included astrology - of the monastic order there.","['Upali Thera (, ) was a Thai Theravada monk and founder of the Siam Nikaya order of Buddhism in Sri Lanka.', 'He visited Kandy in 1753 and there performed upasampada (higher ordination, as distinct from samanera or novice ordination) for a group of Sinhala monks.', 'The upasampada was not observed in Sri Lanka for centuries until this time.']"
"Upali Thera believed this to be inappropriate in a Buddhist nation, and his influence led to the king declaring that ""Henceforth Gods and men are to follow the Buddha"".","['Upali Thera believed the Buddhist Sangha in Kandy was suffering from a state of corruption, and his efforts were aimed at ""purifying"" the practices - which included astrology - of the monastic order there.', 'To this end he founded the new monastic order.', 'It was also through the efforts of Upali Thera that the Procession of the Sacred Tooth Relic was reorganized in its present form.', 'Annually in Kandy there is a celebration which includes a parade in which the focus is a relic believed to be a tooth of the Buddha.', 'This procession was originally focussed on honor to Hindu deities, particularly those incorporated into Sri Lankan Buddhism.']"
"Clancy believes the stone should be dated to the reign of the Pictish king Uurad (i.e. Uoret) (839–842), again, an unusual feature in that Pictish stones can rarely be so precisely dated.","['Thomas Owen Clancy has interpreted the text as Goidelic, giving Drosten, i ré Uoret ett Forcus (Drosten, in the time of Uoret, and Forcus).', 'Clancy notes three possibilities for the origin of the stone.', 'One is as a monument to a noble or ecclesiastic called Drosten, a common Pictish name related to Tristan, who died in the reign of Uoret and Fergus.', 'The second possibility is a dedication to the popular Pictish Saint Drostan, or perhaps to Saints Drostan and Fergus.', 'The final possibility noted by Clancy is that Drosten and Fergus had the stone made.']"
The iron from the meteorite is believed to have attracted migrating Inuit from Arctic Canada.,"['Savissivik (West Greenlandic; old spelling: Savigsivik) or Havighivik (Inuktun)  is a settlement in the Avannaata municipality in northern Greenland.', 'Located on Meteorite Island, off the northern shores of Melville Bay, the settlement had 55 inhabitants in 2020.', 'History', 'In the Greenlandic language, the name Savissivik means ""Place of Meteoric Iron"" or ""Knives"", alluding to the numerous meteorite fragments that have been found in the area dating to about 10,000 years ago.', 'The Cape York meteorite is estimated to have weighed 100 tonnes before it exploded.']"
"He believes he has discovered the ruins of the lost medieval town of Trellech, at one time one of the largest settlements in Wales, although his views are contested.","['Stuart Wilson (born 8 February 1979) is an English archaeologist.', 'He was born in Reading, Berkshire, England.', 'His main work has been related to Trellech, a village in Monmouthshire, south east Wales.']"
"Allen believed a coaster should inspire awe, not only from a ride full of thrills, but also from its magnificent beauty.","[""Screamin' Eagle is a wooden roller coaster located at Six Flags St. Louis in Eureka, Missouri."", ""When it opened on April 10, 1976 for America's Bicentennial celebration, Guinness World Records listed it as the largest coaster at  high and as the fastest coaster at ."", ""The ride is a modified 'L'-Shaped Out And Back."", ""The Screamin' Eagle was manufactured by the Philadelphia Toboggan Coasters and was the last coaster designed by John Allen, who was a designer of roller coasters.""]"
